45.95397002	2297.457142	40.44056994	33.69042836	112.9888535	16.48775688	490.3274733	37693.46051	61.04222339	158.2942996	156.5908427	428.9415486	168.6500467	76.16835555	193.9719439	169.7532341	100.1063294	157.6397033	47058.27626	20.28741716	21.34055097	1308.33911	945.7949013	89.07008271	55.37072762	630.3714445
3.169239312	0	0	1.086788012	0	4.121939221	0.863252594	3.68448019	3.00207656	0	0	0	0	0.769377329	1.310621243	1.50224101	0	2.370521855	5.852291539	0.882061616	0	4.869748549	0	1.634313444	1.006740502	0
0	0	2.12845105	0	1.486695441	4.121939221	1.726505188	15.96608082	0	0	1.294139196	4.31530733	0	3.077509315	1.310621243	4.506723029	4.710886087	4.74104371	0	1.764123232	0	7.304622823	0	0	0	3.887182597
52.29244864	89.9894192	69.17465911	78.24873684	57.98112222	68.01199715	82.00899642	68.77696355	65.04499214	62.07619594	41.41245426	63.86654849	53.11812493	92.32527946	49.80360722	55.58291736	82.44050652	52.15148081	23.40916616	44.98514241	51.06488983	57.62535783	68.12092713	31.05195544	21.14155055	58.95560272
0	1.363476049	1.064225525	1.086788012	0	1.37397974	0.863252594	0	0	0	0	0.863061466	0	0.769377329	0	0	2.355443044	2.370521855	0	0	3.048650139	0.811624758	0	3.268626888	1.006740502	1.295727532
1.584619656	0	1.064225525	0	2.973390883	4.121939221	0.863252594	6.140800317	2.001384374	0	1.294139196	0	0	3.846886644	1.310621243	0	0	3.555782782	0	0.882061616	0	0	0	3.268626888	2.013481004	0
11.09233759	1.363476049	0	2.173576023	4.460086324	2.060969611	12.08553631	12.28160063	5.003460934	0	2.588278392	1.726122932	6.639765617	10.7712826	3.931863728	6.008964039	7.066329131	4.74104371	0	3.528246463	9.908112952	3.246499033	3.949039254	8.171567221	6.040443013	6.478637662
15.84619656	8.180856291	21.2845105	10.86788012	7.433477207	36.41046312	18.12830447	30.70400159	26.01799686	0	11.64725276	18.12429079	0	36.16073446	19.65931864	19.52913313	11.77721522	34.3725669	0	25.57978686	2.286487604	34.08823984	4.936299067	18.79460461	9.06066452	14.25300286
4.753858968	8.180856291	3.192676575	1.086788012	1.486695441	10.99183792	2.589757782	2.456320127	5.003460934	0	1.294139196	7.767553195	1.327953123	6.155018631	2.621242485	1.50224101	2.355443044	3.555782782	0	3.528246463	8.383787882	0.811624758	6.910818694	0	3.020221507	1.295727532
19.01543587	6.817380243	22.34873602	5.433940058	13.38025897	10.99183792	16.40179928	17.19424089	10.00692187	13.96714409	7.764835175	4205.698524	609.5304836	6.155018631	22.28056112	10.51568707	37.6870887	283.2773617	46.81833231	7.938554543	3.048650139	15.42087041	20.73245608	204.2891805	18.12132904	168.4445792
