HSPA6
CXCL1
EBI3
TLL1
AL590483.1
GAD2
GABRG3
C21orf62
MKNK2
CXCR1
TNFRSF1B
C3
PCSK1
HIGD1B
LAT2
C5orf48
MME
TREM1
ARHGEF5
PTGER3
GAREML
TEAD2
GLI1
EGR2
DDIT4L
FLT3
RUNX3
RAB3B
YBX3
S100A9
CASP1
NEUROD1
PCDHAC1
KIAA0408
HSD11B2
CARD9
CHRNA3
LRRC32
ARHGEF19
CPAMD8
PRLHR
TOR4A
TLR8
PNOC
SEMA3F
SLC25A48
ELF4
ITGB2
HCLS1
SHC3
RPE65
MT1M
RNASE3
TIMP1
LSMEM1
PIK3R5
TNFRSF10A
HLA-DRB1
TNR
PGF
GCNT4
VNN2
CYBA
SPHKAP
NPBWR1
TOP2A
CHI3L2
NEUROD6
PRRX2
C1QL3
MSX1
CP
MICB
NPW
FMOD
KLF15
TYROBP
MMP3
IL6
FOS
STC2
SCIN
C5AR1
ADAMTS9
THSD4
TCF15
RNF150
LAIR1
COL25A1
FERMT3
HDC
LGALS9
RAB3IL1
SLC17A9
PKN3
ADD2
CYP4B1
RBM47
UCN2
LAT
LSMEM2
RNASE6
LCN2
CSAG1
C20orf195
SIPA1
GPRIN3
CLDN9
KIAA1456
HRASLS2
PRKX
HES7
CERKL
MID1IP1
CDA
PRELP
FOXC1
CARD14
BCL3
FOXF1
OLFML2A
AC020907.1
GPER
GDPD3
PRRG4
LRRC3DN
KIF1C
OR3A3
GPR97
PCDHGC4
NPIPL1
SIRPB2
GABRR2
TM4SF1
GYPC
OTOG
CLEC18B
CCDC175
STEAP4
IL1RAPL2
ID3
DEFB1
CFD
SERPINA3
RCAN3
FGR
NPFF
AC139100.2
FAM46A
NCF1
UBQLNL
METTL7B
HTR4
SLC23A3
CD74
DOCK6
TACR1
CHML
PCDHGC5
LILRA5
RELN
ISYNA1
OTOGL
TP63
CHRNB3
CHRNA6
DGKI
SOWAHB
C4B
LAMB2
TENM1
AQP1
C11orf94
CCL20
CFH
SLC32A1
PPP1R18
PDE10A
FXYD3
CLVS2
LIPJ
NEK2
TREM2
SULT1C2
RELA
HK2
SYK
PNP
TTC6
RCC1
NFAM1
SLFNL1
RAB20
GRK7
STXBP2
KCNJ15
PLIN2
FZD2
IL17RB
UBASH3B
SPI1
SERPINA1
IGJ
HTR3B
NID1
DLL4
RNASE2
CXorf28
PODN
ANO2
IFITM1
MRPS6
SNX20
WDR63
KLHL11
EBF2
HAPLN1
COL2A1
AMY2A
AC104809.3
RGL3
GPR84
AC073343.1
AL133318.1
MROH6
PTH1R
AK7
AC109583.1
SLC7A2
IHH
KCNA3
TJP3
CASP7
C11orf16
IRF1
CDKN1A
IGFBPL1
IFITM2
IL8
SLC15A3
BACE2
A-575C2.4
LILRA2
JMJD6
FXYD2
EPHA5
FRMPD2
LRRN4CL
FZD9
PRSS42
TEAD4
UGT2B17
SEMA3E
SOST
S100A11
MT1E
SERTAD1
TRPV4
KCNH7
PLN
EYA2
ATHL1
SLC4A11
DES
SH2D6
SYT10
CD4
CLSTN2
SLC27A6
C1orf145
HLA-DRA
TTC29
PLAC8
PRICKLE3
IRF8
GFAP
C1QTNF7
GAGE10
PRDM6
SCAI
CEL
GSDMD
LINC00862
TMEM119
SLC2A5
SCG2
PTAFR
NMU
CLDN3
AL161645.2
NYAP2
FOXO4
TGIF1
TBXAS1
FKBP5
KIF19
CBLN4
ATP12A
STX11
FOXA3
APOBR
REP15
LAPTM5
SPN
SLC1A5
SIX5
NOD2
RGS4
TBX19
SLC26A6
OLFM3
LDHC
DTHD1
FAM163A
SLC4A8
RP11-59H1.3
CD86
INPP5D
ITPKB
SLC35F4
COL1A2
FAM170B
CHGB
DNASE1L2
HLA-DMB
ADAMTSL4
TGFB1
CLIC1
TRIM55
TNFRSF1A
PXDC1
SASH3
RP11-115C10.1
OLAH
LGR6
GIPC3
IGSF9B
SLC43A3
MB21D1
RPS6KA6
GRIN2B
IKZF1
PCLO
PPP1R13L
PROSER2
TMEM176A
HCRTR1
RP11-514O12.4
ZNF860
ARHGAP20
PDZK1IP1
HIST1H1C
KCNB1
CXCR2
FLT3LG
OSGIN1
GPR52
VAMP8
CRYGN
WAS
SERPIND1
ETV1
PRX
HEYL
FAM160A1
NEK10
NAPSA
GGT5
FBLN1
CST7
ZGLP1
IP6K3
FAM110D
BCL6B
KANK2
FOLR2
MEX3A
KIFC1
EMR1
HK3
SMIM17
TNIP2
ARL6IP4
MYBL2
CSF1R
STXBP5L
CYP21A2
GAD1
C11orf87
BPI
FAM229A
GPR158
ITGA4
ZNF804B
KIAA1524
CCL17
APOL1
VNN1
FCER1G
SLC13A4
CCDC151
S100A10
SHKBP1
VIP
ITPRIP
EXPH5
ABI3
ANKRD33B
CD300A
KRT16
SLC16A7
ZSWIM2
TRIM47
LYVE1
LYG1
BCL2A1
GPR35
HIST1H2AC
COX6B2
ACRC
03-Mar
LILRA4
SHISA8
TUBB6
EPS8L1
SBNO2
LTBR
NHSL2
KIAA1024
CFB
TYRP1
RXFP3
FAM126B
FCGRT
CCL26
ZNF441
LCP1
ZBBX
RAPGEF3
SLN
GPR144
LRRC25
C19orf21
SIAH3
AC135048.1
FUT9
RASGRP1
GZMM
NFATC4
RCVRN
TRIM5
ARID5A
NRXN3
GPX8
CIITA
CD33
CDKN2C
FZD8
TMEM176B
KLF2
E2F2
SERHL2
AC018445.1
CD163
SELL
TCF7L1
VHLL
EGFLAM
IGF1
MT1X
METRNL
DNMT3L
FBLN7
LAMP3
CXorf67
EGR4
PCDHA6
GPR61
SERPINE1
SIGLEC10
PARD3
APOA1
AC026310.1
HSPA1L
NME8
PLEKHG2
SLC4A10
CDK2
FLJ20373
OR2H2
CXCL9
BMP4
CLEC4F
GREB1L
P4HA1
LCK
CYP24A1
CSF3R
SCNN1G
AEBP1
HSD17B7
TPD52L1
RGS1
KCNQ1
RP11-676J12.7
ARPP21
ANKRD36C
PCDHA5
ICAM1
PCP4L1
ZBTB41
ICAM2
AL645608.1
HIST1H4E
SMOX
CNTD2
CFI
GCSAML
TPSD1
IFITM3
TSPO
CXorf36
AANAT
CLDN5
ACSM1
GPR88
NFKBIA
CCDC177
ALX3
HLA-DQA1
FAM177B
BATF
SLC12A7
IL15RA
DOK1
ANKS4B
CR1L
SYDE1
XKR9
STARD8
MRC1L1
SMO
CALN1
SLC26A5
SYN3
GPR26
ANGPTL4
SH2D3A
TNFAIP3
FLT4
TLR2
KIAA0087
NCALD
XKR7
OSR1
PLOD1
FGD2
FGF12
WNT1
MMEL1
RAB3C
RAB27B
SLC26A7
GADD45B
CD7
ZNF382
MTHFD2
RUNX1
CHRM4
GDA
TSKU
EVA1B
S1PR3
PCP4
ITGAM
ROBO2
DNAJB7
CCDC67
PCDHA9
WFIKKN2
RASGRP4
ALOX15B
MFNG
SLC47A2
MUC1
RAB13
NT5C1A
LPIN3
BGLAP
C17orf102
HS6ST2
CTC-236F12.4
LPPR4
LBP
DOC2B
NOMO3
PRSS22
TRPM3
GABRA1
FGF17
PTPRR
SLITRK6
NELL1
TSACC
NUTM2A
ZNF556
GPCPD1
NAGS
DLEC1
EIF4EBP1
AJUBA
MEOX2
EEF1G
TARBP1
ADORA3
EPHX1
FKBP4
TRIM67
DGKB
GABRB2
KCNH5
P4HA2
CLEC1A
PPP1R3G
CEBPB
SOWAHD
GTSF1
CCKAR
HGF
TMEM31
PERP
TRIM59
SLC6A5
VIM
TLR7
HMG20B
